row_id,url_listing,platform,judul_listing,deskripsi,skills_raw
2074,https://fastwork.id/user/ichsan23/translation-49149524?badges=&page=3&position=20&source=browse&subcategorySlug=translation,fastwork,Translator Inggris to Indonesia,Translator Inggris to Indonesia,Translator Inggris to Indonesia
2075,https://fastwork.id/user/kelly_chan/translation-15564746?badges=&page=3&position=21&source=browse&subcategorySlug=translation,fastwork,"Penerjemah bahasa Indonesia, Mandarin, Inggris, Hokkien","Penerjemah bahasa Indonesia, Mandarin, Inggris, Hokkien","Penerjemah bahasa Indonesia, Mandarin, Inggris, Hokkien"
2076,https://fastwork.id/user/mandarintranslator/translation-90347280?badges=&page=3&position=22&source=browse&subcategorySlug=translation,fastwork,Jasa Penerjemahan Mandarin ke Indonesia & Indonesia ke Mandarin – Akurat & Profesional,Jasa Penerjemahan Mandarin ke Indonesia & Indonesia ke Mandarin – Akurat & Profesional,translation
2077,https://fastwork.id/user/coretrans/translation-40247554?badges=&page=3&position=23&source=browse&subcategorySlug=translation,fastwork,menerjemahkan bahasa indonesia ke bahasa inggris maupun sebaliknya,menerjemahkan bahasa indonesia ke bahasa inggris maupun sebaliknya,menerjemahkan bahasa indonesia ke bahasa inggris maupun sebaliknya
2078,https://fastwork.id/user/jochen/translation-60435346?badges=&page=3&position=24&source=browse&subcategorySlug=translation,fastwork,Open Translation/Penerjemahan Mandarin (Chinese) - English - Indonesian,Open Translation/Penerjemahan Mandarin (Chinese) - English - Indonesian,translation
2079,https://fastwork.id/user/arcadiabdg/translation-40988414?badges=&page=3&position=25&source=browse&subcategorySlug=translation,fastwork,Penerjemah Tersumpah - Bahasa Spanyol,Penerjemah Tersumpah - Bahasa Spanyol,Penerjemah Tersumpah - Bahasa Spanyol
2080,https://fastwork.id/user/wandaprht/translation-63229925?badges=&page=3&position=26&source=browse&subcategorySlug=translation,fastwork,"Penulisan artikel, essay dan jurnal dalam bahasa inggris, English - Indonesian Translator","Penulisan artikel, essay dan jurnal dalam bahasa inggris, English - Indonesian Translator",content writing
2081,https://fastwork.id/user/amourose/translation-48495850?badges=&page=3&position=27&source=browse&subcategorySlug=translation,fastwork,"Penerjemahan Buku, Artikel, dan lain-lain dari Bahasa Inggris ke Bahasa Indonesia ataupun sebaliknya","Penerjemahan Buku, Artikel, dan lain-lain dari Bahasa Inggris ke Bahasa Indonesia ataupun sebaliknya","content writing, translation"
2082,https://fastwork.id/user/melika/translation-32426350?badges=&page=3&position=29&source=browse&subcategorySlug=translation,fastwork,Penerjemahan Bahasa Inggris-Indonesia untuk profesional dan akademisi,Penerjemahan Bahasa Inggris-Indonesia untuk profesional dan akademisi,translation
2083,https://fastwork.id/user/englishwithbeby/translation-32363087?badges=&page=3&position=30&source=browse&subcategorySlug=translation,fastwork,"Expert English–Indonesian Translator | Akurat, Termurah & Professional","Expert English–Indonesian Translator | Akurat, Termurah & Professional","Expert English–Indonesian Translator | Akurat, Termurah & Professional"
2084,https://fastwork.id/user/wulan.syaa/translation-54949025?badges=&page=3&position=31&source=browse&subcategorySlug=translation,fastwork,Penerjemah Berbagai Bahasa Terpercaya,Penerjemah Berbagai Bahasa Terpercaya,Penerjemah Berbagai Bahasa Terpercaya
2085,https://fastwork.id/user/penerjemah_natural/translation-24057419?badges=&page=3&position=32&source=browse&subcategorySlug=translation,fastwork,"Jasa Terjemahan Inggris–Indonesia | Artikel, Caption & Deskripsi Produk","Jasa Terjemahan Inggris–Indonesia | Artikel, Caption & Deskripsi Produk","content writing, translation"
2086,https://fastwork.id/user/windysudr/translation-89443479?badges=&page=3&position=33&source=browse&subcategorySlug=translation,fastwork,Translate Artikel/Jurnal Bahasa Inggris - Indonesia atau Indonesia - Inggris,Translate Artikel/Jurnal Bahasa Inggris - Indonesia atau Indonesia - Inggris,content writing
2087,https://fastwork.id/user/zommy_dairobbi/translation-92068883?badges=&page=3&position=34&source=browse&subcategorySlug=translation,fastwork,Translate Arab to indonesia,Translate Arab to indonesia,Translate Arab to indonesia
2088,https://fastwork.id/user/bimasena14/translation-63280501?badges=&page=3&position=35&source=browse&subcategorySlug=translation,fastwork,JASA PENERJEMAHAN MULTIBAHASA POPULER – Akurat & Profesional,JASA PENERJEMAHAN MULTIBAHASA POPULER – Akurat & Profesional,translation
2089,https://fastwork.id/user/2o3zz1zo/translation-75643932?badges=&page=3&position=36&source=browse&subcategorySlug=translation,fastwork,Penerjemahan artikel atau tulisan,Penerjemahan artikel atau tulisan,"content writing, translation"
2090,https://fastwork.id/user/fransz/translation-75905135?badges=&page=3&position=37&source=browse&subcategorySlug=translation,fastwork,JASA TRANSLASI IDN - ENG | ENG - IDN,JASA TRANSLASI IDN - ENG | ENG - IDN,JASA TRANSLASI IDN - ENG | ENG - IDN
2091,https://fastwork.id/user/fionwe_/translation-19919293?badges=&page=3&position=38&source=browse&subcategorySlug=translation,fastwork,Jasa Penerjemahan Dokumen Bahasa Inggris & Indonesia,Jasa Penerjemahan Dokumen Bahasa Inggris & Indonesia,translation
2092,https://fastwork.id/user/bimasena14/translation-73084581?badges=&page=3&position=39&source=browse&subcategorySlug=translation,fastwork,Jasa Penerjemahan Jepang ke Indonesia & Inggris | Akurat & Profesional!,Jasa Penerjemahan Jepang ke Indonesia & Inggris | Akurat & Profesional!,translation
2093,https://fastwork.id/user/arumipoi/translation-34491947?badges=&page=4&position=1&source=browse&subcategorySlug=translation,fastwork,TERJEMAH ID-ENG ATAU ENG-ID,TERJEMAH ID-ENG ATAU ENG-ID,translation
2094,https://fastwork.id/user/fintechzcorp/translation-55007573?badges=&page=4&position=2&source=browse&subcategorySlug=translation,fastwork,JASA TRANSLATE PROFESIONAL - 15 BAHASA,JASA TRANSLATE PROFESIONAL - 15 BAHASA,JASA TRANSLATE PROFESIONAL - 15 BAHASA
2095,https://fastwork.id/user/faizbsa/translation-82573124?badges=&page=4&position=3&source=browse&subcategorySlug=translation,fastwork,Penerjemah Bahasa Arab ke Bahasa Indonesia vs,Penerjemah Bahasa Arab ke Bahasa Indonesia vs,Penerjemah Bahasa Arab ke Bahasa Indonesia vs
2096,https://fastwork.id/user/d5q1bukd/translation-60868643?badges=&page=4&position=4&source=browse&subcategorySlug=translation,fastwork,Virtual Assisten di bidang Penerjemahan Bahasa,Virtual Assisten di bidang Penerjemahan Bahasa,translation
2097,https://fastwork.id/user/josephinemarsya/translation-94772461?badges=&page=4&position=5&source=browse&subcategorySlug=translation,fastwork,Penerjemah Bahasa Inggris-Korea-Indonesia,Penerjemah Bahasa Inggris-Korea-Indonesia,Penerjemah Bahasa Inggris-Korea-Indonesia
2098,https://fastwork.id/user/praasetyo./translation-36340727?badges=&page=4&position=6&source=browse&subcategorySlug=translation,fastwork,Translator Dokumen English dan Indonesia,Translator Dokumen English dan Indonesia,Translator Dokumen English dan Indonesia
2099,https://fastwork.id/user/sean3008/translation-57154687?badges=&page=4&position=8&source=browse&subcategorySlug=translation,fastwork,"Jasa translate inggris - Indonesia , Sunda-indonesia , Mandarin - Indonesia. Untuk TUGAS SMP,SMA/K","Jasa translate inggris - Indonesia , Sunda-indonesia , Mandarin - Indonesia. Untuk TUGAS SMP,SMA/K","Jasa translate inggris - Indonesia , Sunda-indonesia , Mandarin - Indonesia. Untuk TUGAS SMP,SMA/K"
2100,https://fastwork.id/user/arcadiabdg/translation-57138684?badges=&page=4&position=9&source=browse&subcategorySlug=translation,fastwork,Penerjemah Tersumpah - Bahasa Jerman,Penerjemah Tersumpah - Bahasa Jerman,Penerjemah Tersumpah - Bahasa Jerman
2101,https://fastwork.id/user/transvisi8/translation-85162803?badges=&page=4&position=10&source=browse&subcategorySlug=translation,fastwork,Jasa Penerjemahan Naskah Non-Akademik ENG-IDN/IDN-ENG Bersertifikasi,Jasa Penerjemahan Naskah Non-Akademik ENG-IDN/IDN-ENG Bersertifikasi,translation
2102,https://fastwork.id/user/alaljaa/translation-60116423?badges=&page=4&position=13&source=browse&subcategorySlug=translation,fastwork,"Penerjemahan Bahasa Jepang, 1 hari jadi","Penerjemahan Bahasa Jepang, 1 hari jadi",translation
2103,https://fastwork.id/user/andrianisa/translation-85980583?badges=&page=4&position=14&source=browse&subcategorySlug=translation,fastwork,Terjemah Naskah Akademik Indonesian - English,Terjemah Naskah Akademik Indonesian - English,translation
2104,https://fastwork.id/user/sindy.zheng/translation-77793774?badges=&page=4&position=16&source=browse&subcategorySlug=translation,fastwork,Mandarin-Indonesia Translator (Online),Mandarin-Indonesia Translator (Online),Mandarin-Indonesia Translator (Online)
2105,https://fastwork.id/user/wisdafrd/translation-39398149?badges=&page=4&position=17&source=browse&subcategorySlug=translation,fastwork,Terjemahan teks English-indonesia atau Indonesia-English,Terjemahan teks English-indonesia atau Indonesia-English,translation
2106,https://fastwork.id/user/rizkiamaliasuci/translation-18628252?badges=&page=4&position=18&source=browse&subcategorySlug=translation,fastwork,Translating English to Bahasa Indonesia and vice versa,Translating English to Bahasa Indonesia and vice versa,Translating English to Bahasa Indonesia and vice versa
2107,https://fastwork.id/user/xaveriusyansen/translation-95985611?badges=&page=4&position=19&source=browse&subcategorySlug=translation,fastwork,"Translate ID-EN Natural + Data Entry & Ketik | Cepat ≤6 Jam, Rapi & Detail","Translate ID-EN Natural + Data Entry & Ketik | Cepat ≤6 Jam, Rapi & Detail","Translate ID-EN Natural + Data Entry & Ketik | Cepat ≤6 Jam, Rapi & Detail"
2108,https://fastwork.id/user/nia2021/translation-53942790?badges=specialist%2Cmilestone&page=4&position=20&source=browse&subcategorySlug=translation,fastwork,Penerjemahan Bahasa Indonesia ke Bahasa Jerman. Amanah dan Rapi.,Penerjemahan Bahasa Indonesia ke Bahasa Jerman. Amanah dan Rapi.,translation
2109,https://fastwork.id/user/ningrum18/translation-24975880?badges=&page=4&position=21&source=browse&subcategorySlug=translation,fastwork,"Jasa Editing Terjemahan Inggris → Indonesia — Natural, Akurat, & Nyaman Dibaca","Jasa Editing Terjemahan Inggris → Indonesia — Natural, Akurat, & Nyaman Dibaca",translation
2110,https://fastwork.id/user/masp01/translation-93748424?badges=&page=4&position=22&source=browse&subcategorySlug=translation,fastwork,Penerjemahan Profesional untuk Semua Kebutuhan,Penerjemahan Profesional untuk Semua Kebutuhan,translation
2111,https://fastwork.id/user/arcadiabdg/translation-21208719?badges=&page=4&position=23&source=browse&subcategorySlug=translation,fastwork,Penerjemah Tersumpah - Bahasa Korea,Penerjemah Tersumpah - Bahasa Korea,Penerjemah Tersumpah - Bahasa Korea
2112,https://fastwork.id/user/arcadiabdg/translation-81171742?badges=&page=4&position=24&source=browse&subcategorySlug=translation,fastwork,Penerjemah Tersumpah - Bahasa China / Mandarin,Penerjemah Tersumpah - Bahasa China / Mandarin,Penerjemah Tersumpah - Bahasa China / Mandarin
2113,https://fastwork.id/user/erida1/translation-29842184?badges=&page=4&position=25&source=browse&subcategorySlug=translation,fastwork,Jasa Translate Kilat,Jasa Translate Kilat,Jasa Translate Kilat
2114,https://fastwork.id/user/huaruyue2504/translation-70561889?badges=&page=4&position=26&source=browse&subcategorySlug=translation,fastwork,Chat Translator Mandarin–Indonesia (Percakapan Harian),Chat Translator Mandarin–Indonesia (Percakapan Harian),Chat Translator Mandarin–Indonesia (Percakapan Harian)
2115,https://fastwork.id/user/didinokotoba/translation-75616907?badges=&page=4&position=27&source=browse&subcategorySlug=translation,fastwork,Jasa Penerjemahan Dokumen Bahasa Inggris ke Indonesia (Satu arah),Jasa Penerjemahan Dokumen Bahasa Inggris ke Indonesia (Satu arah),translation
2116,https://fastwork.id/user/didinokotoba/translation-69666051?badges=&page=4&position=28&source=browse&subcategorySlug=translation,fastwork,Jasa Penerjemah Tulis Bahasa Indonesia - Jepang (vice versa),Jasa Penerjemah Tulis Bahasa Indonesia - Jepang (vice versa),Jasa Penerjemah Tulis Bahasa Indonesia - Jepang (vice versa)
2117,https://fastwork.id/user/fatmawatiesa/translation-31206220?badges=&page=4&position=29&source=browse&subcategorySlug=translation,fastwork,Translate English text to Indonesia,Translate English text to Indonesia,Translate English text to Indonesia
2118,https://fastwork.id/user/jqolfrjk/translation-87596844?badges=&page=4&position=30&source=browse&subcategorySlug=translation,fastwork,Penerjemah Inggris-Indonesia Atau Sebaliknya Jadi 1 Hari,Penerjemah Inggris-Indonesia Atau Sebaliknya Jadi 1 Hari,Penerjemah Inggris-Indonesia Atau Sebaliknya Jadi 1 Hari
2119,https://fastwork.id/user/graceee777/translation-48027788?badges=&page=4&position=31&source=browse&subcategorySlug=translation,fastwork,translator video mandarin - indonesia,translator video mandarin - indonesia,translator video mandarin - indonesia
2120,https://fastwork.id/user/eunikefn/translation-76813381?badges=&page=4&position=32&source=browse&subcategorySlug=translation,fastwork,Terjemahan Mandarin Inggris,Terjemahan Mandarin Inggris,translation
2121,https://fastwork.id/user/mwahyu22/translation-97929463?badges=&page=4&position=33&source=browse&subcategorySlug=translation,fastwork,Penerjemahan Manhwa Korea ke Bahasa Indonesia,Penerjemahan Manhwa Korea ke Bahasa Indonesia,translation
2122,https://fastwork.id/user/pluggedenglish/translation-22216493?badges=&page=4&position=34&source=browse&subcategorySlug=translation,fastwork,Penerjemah artikel penelitian pendidikan Bahasa Inggris ke Bahasa Indonesia atau sebaliknya,Penerjemah artikel penelitian pendidikan Bahasa Inggris ke Bahasa Indonesia atau sebaliknya,content writing
2123,https://fastwork.id/user/shinrock7/translation-45325915?badges=&page=4&position=35&source=browse&subcategorySlug=translation,fastwork,Jasa Penerjemahan Bahasa Inggris ke Bahasa Indonesia dan Vice Versa,Jasa Penerjemahan Bahasa Inggris ke Bahasa Indonesia dan Vice Versa,translation
2124,https://fastwork.id/user/anisyamn/translation-93591289?badges=&page=4&position=36&source=browse&subcategorySlug=translation,fastwork,Translate edisi Bahasa Daerah (Bahasa Lampung-Bahasa Indonesia),Translate edisi Bahasa Daerah (Bahasa Lampung-Bahasa Indonesia),Translate edisi Bahasa Daerah (Bahasa Lampung-Bahasa Indonesia)
2125,https://fastwork.id/user/eunikefn/translation-42190559?badges=&page=4&position=37&source=browse&subcategorySlug=translation,fastwork,Terjemahan Indonesia Mandarin,Terjemahan Indonesia Mandarin,translation
2126,https://fastwork.id/user/nourmalita/translation-54480229?badges=&page=4&position=38&source=browse&subcategorySlug=translation,fastwork,Translate English to Indonesian (Bahasa Indonesia),Translate English to Indonesian (Bahasa Indonesia),Translate English to Indonesian (Bahasa Indonesia)
2127,https://fastwork.id/user/inlawyer/translation-16690148?badges=&page=4&position=39&source=browse&subcategorySlug=translation,fastwork,Jasa Translate Semua Bahasa,Jasa Translate Semua Bahasa,Jasa Translate Semua Bahasa
2128,https://fastwork.id/user/bobyhartanto/translation-71765760?badges=&page=4&position=40&source=browse&subcategorySlug=translation,fastwork,"English to Bahasa Indonesia, Bahasa Indonesia to English","English to Bahasa Indonesia, Bahasa Indonesia to English","English to Bahasa Indonesia, Bahasa Indonesia to English"
2129,https://fastwork.id/user/mysrhrzq/translation-54998275?badges=&page=5&position=1&source=browse&subcategorySlug=translation,fastwork,Layanan Penerjemahan EN-ID & ID-EN,Layanan Penerjemahan EN-ID & ID-EN,translation
2130,https://fastwork.id/user/joicejsm/translation-53127954?badges=&page=5&position=2&source=browse&subcategorySlug=translation,fastwork,PENERJEMAHAN DOKUMEN HUKUM INGGRIS - INDONESIA/INDONESIA - INGGRIS,PENERJEMAHAN DOKUMEN HUKUM INGGRIS - INDONESIA/INDONESIA - INGGRIS,translation
2131,https://fastwork.id/user/amandafga/translation-11416156?badges=&page=5&position=3&source=browse&subcategorySlug=translation,fastwork,Writing & Translation (EN–ID / ID–EN),Writing & Translation (EN–ID / ID–EN),translation
2132,https://fastwork.id/user/dwiamilia/translation-51123263?badges=&page=5&position=4&source=browse&subcategorySlug=translation,fastwork,"Penerjemahan Mandarin-Indonesia, Indonesia-Mandarin, Inggris-Indonesia, Indonesia-Inggris","Penerjemahan Mandarin-Indonesia, Indonesia-Mandarin, Inggris-Indonesia, Indonesia-Inggris",translation
2133,https://fastwork.id/user/nbl_tari/translation-17185416?badges=&page=5&position=5&source=browse&subcategorySlug=translation,fastwork,"Layanan Translate Artikel, Web, & Dokumen Resmi Indonesia - Inggris - Arab","Layanan Translate Artikel, Web, & Dokumen Resmi Indonesia - Inggris - Arab",content writing
2134,https://fastwork.id/user/lisayu20/translation-40667450?badges=&page=5&position=6&source=browse&subcategorySlug=translation,fastwork,Translate Mandarin-Indo,Translate Mandarin-Indo,Translate Mandarin-Indo
2135,https://fastwork.id/user/novitawu/translation-30319278?badges=&page=5&position=7&source=browse&subcategorySlug=translation,fastwork,Jasa Penerjemah & Sub Editor English ~ Bhs Indo ~ Mandarin,Jasa Penerjemah & Sub Editor English ~ Bhs Indo ~ Mandarin,Jasa Penerjemah & Sub Editor English ~ Bhs Indo ~ Mandarin
2136,https://fastwork.id/user/lisawu/translation-47777980?badges=&page=5&position=8&source=browse&subcategorySlug=translation,fastwork,"Penerjemah Inggris-Indo, Indo-Inggris (Pengerjaan Cepat/Urgent)","Penerjemah Inggris-Indo, Indo-Inggris (Pengerjaan Cepat/Urgent)","Penerjemah Inggris-Indo, Indo-Inggris (Pengerjaan Cepat/Urgent)"
2137,https://fastwork.id/user/eggi_tama29/translation-11532740?badges=&page=5&position=9&source=browse&subcategorySlug=translation,fastwork,Penerjemahan Instan untuk Semua Kebutuhan,Penerjemahan Instan untuk Semua Kebutuhan,translation
2138,https://fastwork.id/user/xiaoya/translation-82286743?badges=&page=5&position=10&source=browse&subcategorySlug=translation,fastwork,Translate dokumen Mandarin - Indonesia,Translate dokumen Mandarin - Indonesia,Translate dokumen Mandarin - Indonesia
2139,https://fastwork.id/user/galihtrans/translation-35202999?badges=&page=5&position=11&source=browse&subcategorySlug=translation,fastwork,"Layanan Terjemahan Akademik: Transkrip, Skripsi, tugas Akhir, Thesis, Journal dan Penelitian","Layanan Terjemahan Akademik: Transkrip, Skripsi, tugas Akhir, Thesis, Journal dan Penelitian",translation
2140,https://fastwork.id/user/ayuninuraeni/translation-13539227?badges=&page=5&position=12&source=browse&subcategorySlug=translation,fastwork,Jasa Terjemahan English to Indonesia - Cepat + Akurat + Alami,Jasa Terjemahan English to Indonesia - Cepat + Akurat + Alami,translation
2141,https://fastwork.id/user/dikaahlifl/translation-76757144?badges=rehire&page=5&position=13&source=browse&subcategorySlug=translation,fastwork,Translator Mandarin - Indonesia - Inggris 中英印翻译,Translator Mandarin - Indonesia - Inggris 中英印翻译,Translator Mandarin - Indonesia - Inggris 中英印翻译
2142,https://fastwork.id/user/zahrakhairani/translation-89500734?badges=&page=5&position=14&source=browse&subcategorySlug=translation,fastwork,Translate Dokumen English ⭤ Indonesia,Translate Dokumen English ⭤ Indonesia,Translate Dokumen English ⭤ Indonesia
2143,https://fastwork.id/user/felianda/translation-27691181?badges=&page=5&position=15&source=browse&subcategorySlug=translation,fastwork,"Saya akan menjadi penerjemah profesional untuk artikel, dokumen, atau konten website","Saya akan menjadi penerjemah profesional untuk artikel, dokumen, atau konten website",content writing
2144,https://fastwork.id/user/elangseto/translation-43097191?badges=&page=5&position=16&source=browse&subcategorySlug=translation,fastwork,Penerjemahan dari Bahasa Inggris ke Bahasa Indonesia (Vice Versa),Penerjemahan dari Bahasa Inggris ke Bahasa Indonesia (Vice Versa),translation
2145,https://fastwork.id/user/nicovalentinus/translation-49088992?badges=&page=5&position=17&source=browse&subcategorySlug=translation,fastwork,Translator (Mandarin-English-Indonesia),Translator (Mandarin-English-Indonesia),Translator (Mandarin-English-Indonesia)
2146,https://fastwork.id/user/rdhanitr72/translation-70070340?badges=specialist&page=5&position=18&source=browse&subcategorySlug=translation,fastwork,(10ribu/hal.)Menerjemahkan Inggris ke Indonesia Formal/Non-Formal,(10ribu/hal.)Menerjemahkan Inggris ke Indonesia Formal/Non-Formal,(10ribu/hal.)Menerjemahkan Inggris ke Indonesia Formal/Non-Formal
2147,https://fastwork.id/user/ningrum18/translation-83072533?badges=&page=5&position=19&source=browse&subcategorySlug=translation,fastwork,"Penerjemahan Akuntansi (EN–ID / ID–EN) • Akurat, Profesional, & Sesuai Istilah PSAK/IFRS","Penerjemahan Akuntansi (EN–ID / ID–EN) • Akurat, Profesional, & Sesuai Istilah PSAK/IFRS",translation
2148,https://fastwork.id/user/simulation/translation-43553864?badges=&page=5&position=20&source=browse&subcategorySlug=translation,fastwork,"PENERJEMAH PROFESIONAL INDO, CHINA, ENGLISH","PENERJEMAH PROFESIONAL INDO, CHINA, ENGLISH","PENERJEMAH PROFESIONAL INDO, CHINA, ENGLISH"
2149,https://fastwork.id/user/elisarahma/translation-93899495?badges=&page=5&position=21&source=browse&subcategorySlug=translation,fastwork,"Jasa Terjemah Bahasa Indonesia - English, English - Bahasa Indonesia","Jasa Terjemah Bahasa Indonesia - English, English - Bahasa Indonesia",translation
2150,https://fastwork.id/user/alexastudio/translation-60677255?badges=&page=5&position=22&source=browse&subcategorySlug=translation,fastwork,"English - Indonesian Translation, Localization, Profreading","English - Indonesian Translation, Localization, Profreading",translation
2151,https://fastwork.id/user/an0therpipels/translation-73839573?badges=&page=5&position=23&source=browse&subcategorySlug=translation,fastwork,Penerjemah Bahasa Mandarin ga sampai 1 hari langsung jadi 💥,Penerjemah Bahasa Mandarin ga sampai 1 hari langsung jadi 💥,Penerjemah Bahasa Mandarin ga sampai 1 hari langsung jadi 💥
2152,https://fastwork.id/user/var4acantik/translation-43165040?badges=&page=5&position=24&source=browse&subcategorySlug=translation,fastwork,penerjemah profesional,penerjemah profesional,penerjemah profesional
2153,https://fastwork.id/user/diahanggraeni/translation-50126348?badges=&page=5&position=25&source=browse&subcategorySlug=translation,fastwork,"Penerjemah English, Indonesia, Javanese","Penerjemah English, Indonesia, Javanese",Java
2154,https://fastwork.id/user/m.fauzanr/translation-31362109?badges=&page=5&position=26&source=browse&subcategorySlug=translation,fastwork,Penerjemah Bahasa Jepang-Indonesia,Penerjemah Bahasa Jepang-Indonesia,Penerjemah Bahasa Jepang-Indonesia
2155,https://fastwork.id/user/apipglobal/translation-64116665?badges=&page=5&position=27&source=browse&subcategorySlug=translation,fastwork,Jasa Translate Abstract & Journal/ Penerjemahan Abstrak & Jurnal & Pembuatan Abstrak,Jasa Translate Abstract & Journal/ Penerjemahan Abstrak & Jurnal & Pembuatan Abstrak,translation
2156,https://fastwork.id/user/faatinhan/translation-14633523?badges=&page=5&position=28&source=browse&subcategorySlug=translation,fastwork,"안녕하세요! Translate KOR - IND/ENG, IND/ENG - KOR","안녕하세요! Translate KOR - IND/ENG, IND/ENG - KOR","안녕하세요! Translate KOR - IND/ENG, IND/ENG - KOR"
2157,https://fastwork.id/user/galihtrans/translation-22422461?badges=&page=5&position=29&source=browse&subcategorySlug=translation,fastwork,Penerjemah Medis Tersertifikasi NAATI,Penerjemah Medis Tersertifikasi NAATI,Penerjemah Medis Tersertifikasi NAATI
2158,https://fastwork.id/user/setho_hs/translation-29720623?badges=&page=5&position=30&source=browse&subcategorySlug=translation,fastwork,Translator & Reviewer English - Bahasa Indonesia,Translator & Reviewer English - Bahasa Indonesia,Translator & Reviewer English - Bahasa Indonesia
2159,https://fastwork.id/user/joycelyn/translation-42377234?badges=&page=5&position=31&source=browse&subcategorySlug=translation,fastwork,I will provide accurate Mandarin to Indonesian translation for business and documents,I will provide accurate Mandarin to Indonesian translation for business and documents,translation
2160,https://fastwork.id/user/yonssum/translation-83371826?badges=&page=5&position=32&source=browse&subcategorySlug=translation,fastwork,Penerjemah Eng-Ind / Ind-Eng,Penerjemah Eng-Ind / Ind-Eng,Penerjemah Eng-Ind / Ind-Eng
2161,https://fastwork.id/user/naufalmluthfandaffa/translation-37958055?badges=&page=5&position=33&source=browse&subcategorySlug=translation,fastwork,"Jasa Translator Artikel, Naskah Cerita, Wacana, dll. (Selesai kurang dari 2 HARI)","Jasa Translator Artikel, Naskah Cerita, Wacana, dll. (Selesai kurang dari 2 HARI)",content writing
2162,https://fastwork.id/user/transind/translation-29860655?badges=&page=5&position=35&source=browse&subcategorySlug=translation,fastwork,"Penerjemah english, germany, japanese &gt;&lt; bahasa","Penerjemah english, germany, japanese &gt;&lt; bahasa","Penerjemah english, germany, japanese &gt;&lt; bahasa"
2163,https://fastwork.id/user/zimama/translation-68712751?badges=&page=5&position=36&source=browse&subcategorySlug=translation,fastwork,Japanese - English Translation （日本語 － 英語翻訳）,Japanese - English Translation （日本語 － 英語翻訳）,translation
2164,https://fastwork.id/user/kaitodx/translation-77668310?badges=&page=5&position=37&source=browse&subcategorySlug=translation,fastwork,Jasa Penerjemahan Manga dan Doujinshi Jepang,Jasa Penerjemahan Manga dan Doujinshi Jepang,translation
2165,https://fastwork.id/user/dennywr/translation-75754351?badges=&page=5&position=38&source=browse&subcategorySlug=translation,fastwork,JASA PENERJEMAH BAHASA INGGRIS - BAHASA INDONESIA DAN SEBALIKNYA,JASA PENERJEMAH BAHASA INGGRIS - BAHASA INDONESIA DAN SEBALIKNYA,JASA PENERJEMAH BAHASA INGGRIS - BAHASA INDONESIA DAN SEBALIKNYA
2166,https://fastwork.id/user/budisetiah/translation-11289195?badges=&page=5&position=39&source=browse&subcategorySlug=translation,fastwork,Bahasa Indonesia - Korea by Soesilo Translator,Bahasa Indonesia - Korea by Soesilo Translator,Bahasa Indonesia - Korea by Soesilo Translator
2167,https://fastwork.id/user/chardlim/data-entry-76580590?badges=milestone%2Crehire&page=1&position=1&source=browse&subcategorySlug=data-entry,fastwork,"Konsultasi Formula, Macro dan Code VBA pada Excel","Konsultasi Formula, Macro dan Code VBA pada Excel",excel
2168,https://fastwork.id/user/withhels/data-entry-50258807?badges=rehire&page=1&position=2&source=browse&subcategorySlug=data-entry,fastwork,Two-Way Data Entry Specialist | Document to Website & Website to Document + LaTeX Expert Support,Two-Way Data Entry Specialist | Document to Website & Website to Document + LaTeX Expert Support,Two-Way Data Entry Specialist | Document to Website & Website to Document + LaTeX Expert Support
2169,https://fastwork.id/user/dwifebri/data-entry-92320844?badges=milestone%2Crehire&page=1&position=3&source=browse&subcategorySlug=data-entry,fastwork,"Data Entry, Google Sheets Automation Expert, Custom Appsheet, Looker Studio | Automation, Autocrat","Data Entry, Google Sheets Automation Expert, Custom Appsheet, Looker Studio | Automation, Autocrat","Data Entry, Google Sheets Automation Expert, Custom Appsheet, Looker Studio | Automation, Autocrat"
2170,https://fastwork.id/user/tasyaaxx/data-entry-73081956?badges=&page=1&position=4&source=browse&subcategorySlug=data-entry,fastwork,Input Data | Olah Data Microsoft Excel,Input Data | Olah Data Microsoft Excel,excel
2171,https://fastwork.id/user/eganurjaman/data-entry-18691605?badges=&page=1&position=5&source=browse&subcategorySlug=data-entry,fastwork,Jasa Pembuatan Template Excel dan Spreadsheet,Jasa Pembuatan Template Excel dan Spreadsheet,excel
2172,https://fastwork.id/user/diansormin/data-entry-14127119?badges=&page=1&position=6&source=browse&subcategorySlug=data-entry,fastwork,Jasa Pembuatan Tugas Excel,Jasa Pembuatan Tugas Excel,excel
2173,https://fastwork.id/user/wianto/data-entry-94099335?badges=&page=1&position=7&source=browse&subcategorySlug=data-entry,fastwork,"Google Sheet / Spreadsheet Pengolahan Data, Visualisasi Dashboard, Google Script","Google Sheet / Spreadsheet Pengolahan Data, Visualisasi Dashboard, Google Script","Google Sheet / Spreadsheet Pengolahan Data, Visualisasi Dashboard, Google Script"
2174,https://fastwork.id/user/mhilmanad/data-entry-80843254?badges=&page=1&position=8&source=browse&subcategorySlug=data-entry,fastwork,Jasa Excel/Spreadsheet/Google Data Studio/Formula Spreadsheet/Dashboard,Jasa Excel/Spreadsheet/Google Data Studio/Formula Spreadsheet/Dashboard,Jasa Excel/Spreadsheet/Google Data Studio/Formula Spreadsheet/Dashboard
